# #DistanceElevation	#DistanceHeightInc	#DistanceHeightDec	#DistanceHeadwind	#DistanceTailwind	#DistancePressureIncrease	#DistancePressureDecrease
-2.282315574003189101e-85	-3.964698697990326202e-86	3.684043358451179781e-86	-5.024929773154304531e-87	4.091866025364473873e-88	7.051879955757078211e-88	-1.344436641951571999e-87
-3.113754797062311201e-81	-5.385155367237312668e-82	5.001946405916187302e-82	-2.994449022193345727e-83	-6.232316824636424996e-84	1.252137854731078708e-83	-1.851229929371504869e-83
-1.185996869029265100e-77	-2.047262465332962875e-78	1.901350974251668773e-78	-5.509716899200103879e-80	-4.150661471641114714e-80	5.216666657146949527e-80	-7.050529645382347446e-80
1.270494108046699219e-75	2.425032088190280817e-76	-2.261766589498638865e-76	3.487858684284563808e-76	-9.847810488295633278e-77	2.056380817361071860e-77	8.309660469299720043e-78
2.462258914961692212e-70	4.262730113909932292e-71	-3.959367453001727244e-71	3.002448186340143354e-72	3.000367880062077868e-73	-9.414355159108172328e-73	1.466483176419604107e-72
1.170892686702359237e-66	2.022285157264067999e-67	-1.878205198277300219e-67	7.543768777736708661e-69	3.414283968624506523e-69	-4.994338357948722763e-69	6.935004882107454774e-69
4.068438994890937445e-64	6.790562739564268532e-65	-6.302442305982312750e-65	-2.916187521198709348e-65	1.046602418486008341e-65	-4.198047027422564784e-66	2.122805575589996188e-66
-2.228918648661197592e-59	-3.861203041668735767e-60	3.586173711437081843e-60	-2.996432260922659889e-61	-1.915290600850262072e-62	8.295160909214954854e-62	-1.334474153925917434e-61
-9.907625780317479787e-56	-1.710917522191460603e-56	1.588934552910480227e-56	-6.357970918392651595e-58	-2.844255929453670519e-58	4.229143260072086754e-58	-5.848071439941679685e-58
9.832724297598303570e-53	1.726837522030840858e-53	-1.604118343368222378e-53	4.201512860736926897e-54	-7.257487115315811622e-55	-1.396399977097349123e-55	6.345653769012250211e-55
2.389039609840807656e-48	4.136451801288502411e-49	-3.841488941863221647e-49	2.883436049502555278e-50	3.004240989338710911e-51	-9.132732834301442834e-51	1.430841988523308790e-50
4.284892951279512674e-45	7.365426046280328017e-46	-6.838549487125978725e-46	-1.125258531295573289e-47	2.256399538099404507e-47	-2.132554053769220375e-47	2.447562694179201641e-47
-4.218649987045359430e-41	-7.320226923271416607e-42	6.798506739200024806e-42	-6.852797260149877931e-43	-6.001680934590515551e-45	1.472308081502751331e-43	-2.568736372073038666e-43
-1.389227401671777232e-37	-2.396980562037106899e-38	2.225433969085024235e-38	-7.119936345122811220e-40	-4.270341690844534992e-40	6.056990979441242939e-40	-8.125831483545420663e-40
8.989707104166929637e-34	1.561204168029447645e-34	-1.450072792680406304e-34	1.575287155676274682e-35	-1.148121986185512112e-37	-3.046158877679911880e-36	5.524307427441332344e-36
1.876572950425367921e-30	3.231011534261847299e-31	-2.998459678556342351e-31	2.364393660920174349e-33	7.363950070027241052e-33	-8.715063513171274027e-33	1.077656720472200775e-32
-2.535931410582718309e-26	-4.399186001793806160e-27	4.085924310568038355e-27	-3.850422904093991546e-28	-1.326785931400314194e-29	9.057374849626997980e-29	-1.548843977030923410e-28
9.150215038709725622e-23	1.591242411006870568e-23	-1.478639674670406077e-23	1.798380377274785710e-24	-4.130902243715178135e-26	-2.966175592147024713e-25	5.708405465071049346e-25
-1.873552824228944478e-19	-3.265193775317041812e-20	3.036105143556949597e-20	-4.424554041854580637e-21	2.231058806985674628e-22	5.563392639905845167e-22	-1.191333623682590720e-21
2.473950813730667237e-16	4.321172176468038633e-17	-4.021705854784084342e-17	6.893982899824600028e-18	-4.531287534509460290e-19	-6.691783920876011299e-19	1.604382068227106198e-18
-2.181452644330748464e-13	-3.819557183118755870e-14	3.559395305100992766e-14	-7.155110733041028308e-15	5.153319734227055287e-16	5.315084253001213625e-16	-1.444726937002776109e-15
1.279934622817240008e-10	2.247281887047448893e-11	-2.097684633608383502e-11	4.969897933778734627e-12	-3.433348034851840525e-13	-2.770586825065827498e-13	8.668992355478469243e-13
-4.840256639627236761e-08	-8.527046228531724835e-09	7.974222939707366723e-09	-2.254286938739737495e-09	1.232408097479779664e-10	9.201007475899292694e-11	-3.355518997974372510e-10
1.105313077783604210e-05	1.956484762785256104e-06	-1.831826097276962293e-06	6.324052960460587059e-07	-1.551665758028926468e-08	-1.855134009589667068e-08	7.834073601523348562e-08
-1.353286809833384365e-03	-2.414033670015088061e-04	2.254743775168884402e-04	-9.947680499983195177e-05	-2.847154984424218454e-06	2.098996429240290758e-06	-9.684930446559864134e-06
-4.334615540106277753e-02	3.972542132181881673e-03	-3.202026545647832217e-03	7.616271659357350815e-03	5.454235903885632994e-04	-3.179928883026917480e-03	3.570693573720890024e-03
1.599213288709133622e+03	-1.527565333408767156e-01	1.453576961533027956e-01	-1.129828375600176749e+01	1.108839264545121139e+01	-6.404765411717800892e-04	-3.647605631586122322e-03
